# "No.","Time","Source","Destination","Protocol","Length","Info"
"438","47.958344","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.5? Tell 10.0.0.4"
"439","47.959386","10.0.0.4","10.0.0.3","ICMP","74","Echo (ping) request  id=0xafaf, seq=0/0, ttl=255 (reply in 440)"
"440","47.959480","10.0.0.3","10.0.0.4","ICMP","74","Echo (ping) reply    id=0xafaf, seq=0/0, ttl=128 (request in 439)"
"441","47.961649","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.6? Tell 10.0.0.4"
"442","47.965591","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.7? Tell 10.0.0.4"
"443","47.965591","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.8? Tell 10.0.0.4"
"444","47.965651","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.9? Tell 10.0.0.4"
"445","47.966035","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.10? Tell 10.0.0.4"
"446","47.968964","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.11? Tell 10.0.0.4"
"447","47.970001","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.12? Tell 10.0.0.4"
"448","48.807683","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.12? Tell 10.0.0.4"
"449","48.808683","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.2? Tell 10.0.0.4"
"450","48.808947","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.5? Tell 10.0.0.4"
"451","48.809947","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.6? Tell 10.0.0.4"
"452","48.811220","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.7? Tell 10.0.0.4"
"453","48.811475","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.8? Tell 10.0.0.4"
"454","48.811650","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.9? Tell 10.0.0.4"
"455","48.811650","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.10? Tell 10.0.0.4"
"456","48.812531","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.11? Tell 10.0.0.4"
"457","49.391176","10.0.0.3","108.128.72.146","TLSv1.2","85","Application Data"
"458","49.610223","108.128.72.146","10.0.0.3","TLSv1.2","79","Application Data"
"459","49.657996","10.0.0.3","108.128.72.146","TCP","54","58530 → 443 [ACK] Seq=63 Ack=51 Win=1021 Len=0"
"460","49.800154","10.0.0.3","239.100.1.1","ICEP","401","Request(oneway): stateReceiver.receiveStationRunningState()"
"461","49.800280","10.0.0.3","239.100.1.1","ICEP","108","Request(oneway): stateReceiver.receiveAppRunningState()"
"462","49.808844","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.12? Tell 10.0.0.4"
"463","49.809771","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.2? Tell 10.0.0.4"
"464","49.810850","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.5? Tell 10.0.0.4"
"465","49.811005","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.6? Tell 10.0.0.4"
"466","49.813422","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.7? Tell 10.0.0.4"
"467","49.813658","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.8? Tell 10.0.0.4"
"468","49.814838","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.9? Tell 10.0.0.4"
"469","49.814999","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.10? Tell 10.0.0.4"
"470","49.815977","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.11? Tell 10.0.0.4"
"471","49.884405","10.0.0.3","239.100.1.1","ICEP","355","Request(oneway): stateReceiver.receiveNetStatistics()"
"472","50.809994","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.12? Tell 10.0.0.4"
"473","50.810875","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.2? Tell 10.0.0.4"
"474","50.811938","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.5? Tell 10.0.0.4"
"475","50.812093","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.6? Tell 10.0.0.4"
"476","50.813315","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.7? Tell 10.0.0.4"
"477","50.813368","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.8? Tell 10.0.0.4"
"478","50.813451","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.9? Tell 10.0.0.4"
"479","50.813651","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.10? Tell 10.0.0.4"
"480","50.813842","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.11? Tell 10.0.0.4"
"481","51.317392","10.0.0.3","10.0.0.1","ICMP","74","Echo (ping) request  id=0x0001, seq=1/256, ttl=128 (reply in 482)"
"482","51.317661","10.0.0.1","10.0.0.3","ICMP","74","Echo (ping) reply    id=0x0001, seq=1/256, ttl=64 (request in 481)"
"483","51.810970","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.12? Tell 10.0.0.4"
"484","51.810970","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.2? Tell 10.0.0.4"
"485","51.812137","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.5? Tell 10.0.0.4"
"486","51.813454","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.6? Tell 10.0.0.4"
"487","51.813454","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.7? Tell 10.0.0.4"
"488","51.813645","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.8? Tell 10.0.0.4"
"489","51.813817","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.9? Tell 10.0.0.4"
"490","51.813854","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.10? Tell 10.0.0.4"
"491","51.815370","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.11? Tell 10.0.0.4"
"492","52.330186","10.0.0.3","10.0.0.1","ICMP","74","Echo (ping) request  id=0x0001, seq=2/512, ttl=128 (reply in 493)"
"493","52.330511","10.0.0.1","10.0.0.3","ICMP","74","Echo (ping) reply    id=0x0001, seq=2/512, ttl=64 (request in 492)"
"494","52.580208","10.0.0.3","104.17.24.14","TCP","55","[TCP Keep-Alive] 58906 → 443 [ACK] Seq=1 Ack=1 Win=1028 Len=1"
"495","52.778484","104.17.24.14","10.0.0.3","TCP","66","[TCP Keep-Alive ACK] 443 → 58906 [ACK] Seq=1 Ack=2 Win=64 Len=0 SLE=1 SRE=2"
"496","52.939447","Giga-Byt_01:fc:42","BaiduOnl_fd:9e:c4","ARP","42","Who has 10.0.0.4? Tell 10.0.0.3"
"497","52.941204","BaiduOnl_fd:9e:c4","Giga-Byt_01:fc:42","ARP","60","10.0.0.4 is at 88:2d:53:fd:9e:c4"
"498","53.276857","BaiduOnl_fd:9e:c4","Broadcast","ARP","60","Who has 10.0.0.1? Tell 10.0.0.4"
"499","53.345562","10.0.0.3","10.0.0.1","ICMP","74","Echo (ping) request  id=0x0001, seq=3/768, ttl=128 (reply in 500)"
"500","53.345766","10.0.0.1","10.0.0.3","ICMP","74","Echo (ping) reply    id=0x0001, seq=3/768, ttl=64 (request in 499)"
"501","54.361629","10.0.0.3","10.0.0.1","ICMP","74","Echo (ping) request  id=0x0001, seq=4/1024, ttl=128 (reply in 502)"
"502","54.361976","10.0.0.1","10.0.0.3","ICMP","74","Echo (ping) reply    id=0x0001, seq=4/1024, ttl=64 (request in 501)"
"503","55.003323","10.0.0.3","239.100.1.1","ICEP","401","Request(oneway): stateReceiver.receiveStationRunningState()"
"504","55.003468","10.0.0.3","239.100.1.1","ICEP","108","Request(oneway): stateReceiver.receiveAppRunningState()"
"505","55.064170","10.0.0.3","239.100.1.1","ICEP","355","Request(oneway): stateReceiver.receiveNetStatistics()"
"506","55.940426","10.0.0.3","52.139.250.253","TLSv1.2","98","Application Data"
"507","56.049159","52.139.250.253","10.0.0.3","TLSv1.2","229","Application Data"
"508","56.095805","10.0.0.3","52.139.250.253","TCP","54","55677 → 443 [ACK] Seq=89 Ack=351 Win=1029 Len=0"
"509","56.624561","10.0.0.3","10.0.0.1","ICMP","74","Echo (ping) request  id=0x0001, seq=5/1280, ttl=128 (reply in 510)"
"510","56.624825","10.0.0.1","10.0.0.3","ICMP","74","Echo (ping) reply    id=0x0001, seq=5/1280, ttl=64 (request in 509)"
"511","57.627265","10.0.0.3","10.0.0.1","ICMP","74","Echo (ping) request  id=0x0001, seq=6/1536, ttl=128 (reply in 512)"
"512","57.627581","10.0.0.1","10.0.0.3","ICMP","74","Echo (ping) reply    id=0x0001, seq=6/1536, ttl=64 (request in 511)"
"513","58.642866","10.0.0.3","10.0.0.1","ICMP","74","Echo (ping) request  id=0x0001, seq=7/1792, ttl=128 (reply in 514)"
"514","58.643163","10.0.0.1","10.0.0.3","ICMP","74","Echo (ping) reply    id=0x0001, seq=7/1792, ttl=64 (request in 513)"
"515","58.830131","10.0.0.3","172.67.193.35","TCP","55","[TCP Keep-Alive] 58901 → 443 [ACK] Seq=1 Ack=1 Win=1023 Len=1"
"516","59.037953","172.67.193.35","10.0.0.3","TCP","66","[TCP Keep-Alive ACK] 443 → 58901 [ACK] Seq=1 Ack=2 Win=66 Len=0 SLE=1 SRE=2"
"517","59.172593","10.0.0.4","239.255.255.250","SSDP","243","M-SEARCH * HTTP/1.1 "
"518","59.172953","10.0.0.1","10.0.0.255","TiVoConnect","208","Discovery Beacon R6400 (uuid:4d696e69-444c-164e-9d41-506a03bba742)"
"519","59.658233","10.0.0.3","10.0.0.1","ICMP","74","Echo (ping) request  id=0x0001, seq=8/2048, ttl=128 (reply in 520)"
"520","59.658519","10.0.0.1","10.0.0.3","ICMP","74","Echo (ping) reply    id=0x0001, seq=8/2048, ttl=64 (request in 519)"
"521","60.137074","10.0.0.3","239.100.1.1","ICEP","401","Request(oneway): stateReceiver.receiveStationRunningState()"
"522","60.137108","10.0.0.3","239.100.1.1","ICEP","108","Request(oneway): stateReceiver.receiveAppRunningState()"
"523","60.160208","10.0.0.3","239.100.1.1","ICEP","356","Request(oneway): stateReceiver.receiveNetStatistics()"
"524","61.341006","10.0.0.3","104.18.47.230","TCP","55","[TCP Keep-Alive] 58913 → 443 [ACK] Seq=1 Ack=1 Win=1023 Len=1"
"525","61.534657","104.18.47.230","10.0.0.3","TCP","66","[TCP Keep-Alive ACK] 443 → 58913 [ACK] Seq=1 Ack=2 Win=64 Len=0 SLE=1 SRE=2"
"526","62.274548","10.0.0.3","202.89.233.100","TCP","66","59072 → 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"527","62.316926","202.89.233.100","10.0.0.3","TCP","66","443 → 59072 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"528","62.316981","10.0.0.3","202.89.233.100","TCP","54","59072 → 443 [ACK] Seq=1 Ack=1 Win=263424 Len=0"
"529","62.317277","10.0.0.3","202.89.233.100","TLSv1.2","639","Client Hello"
"530","62.359517","202.89.233.100","10.0.0.3","TCP","60","443 → 59072 [ACK] Seq=1 Ack=586 Win=4194048 Len=0"
"531","62.359517","202.89.233.100","10.0.0.3","TLSv1.2","204","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"532","62.359774","10.0.0.3","202.89.233.100","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"533","62.359892","10.0.0.3","202.89.233.100","TLSv1.2","153","Application Data"
"534","62.360153","10.0.0.3","202.89.233.100","TLSv1.2","2133","Application Data"
"535","62.360198","10.0.0.3","202.89.233.100","TLSv1.2","286","Application Data"
"536","62.401857","202.89.233.100","10.0.0.3","TCP","60","443 → 59072 [ACK] Seq=151 Ack=637 Win=4194048 Len=0"
"537","62.401857","202.89.233.100","10.0.0.3","TCP","60","443 → 59072 [ACK] Seq=151 Ack=736 Win=4194048 Len=0"
"538","62.401963","202.89.233.100","10.0.0.3","TLSv1.2","123","Application Data"
"539","62.402123","10.0.0.3","202.89.233.100","TLSv1.2","92","Application Data"
"540","62.402140","202.89.233.100","10.0.0.3","TLSv1.2","92","Application Data"
"541","62.402326","202.89.233.100","10.0.0.3","TCP","60","443 → 59072 [ACK] Seq=258 Ack=3047 Win=4193792 Len=0"
"542","62.442200","10.0.0.3","202.89.233.100","TCP","54","59072 → 443 [ACK] Seq=3085 Ack=258 Win=263168 Len=0"
"543","62.444083","202.89.233.100","10.0.0.3","TCP","60","443 → 59072 [ACK] Seq=258 Ack=3085 Win=4193792 Len=0"
"544","62.484239","202.89.233.100","10.0.0.3","TLSv1.2","495","Application Data, Application Data"
"545","62.488893","10.0.0.3","23.53.40.192","TCP","54","57433 → 443 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0"
"546","62.535306","10.0.0.3","202.89.233.100","TCP","54","59072 → 443 [ACK] Seq=3085 Ack=699 Win=262656 Len=0"
"547","62.997671","10.0.0.3","202.89.233.100","TLSv1.2","209","Application Data"
"548","62.997701","10.0.0.3","202.89.233.100","TLSv1.2","919","Application Data"
"549","63.039712","202.89.233.100","10.0.0.3","TCP","60","443 → 59072 [ACK] Seq=699 Ack=3240 Win=4193536 Len=0"
"550","63.039795","202.89.233.100","10.0.0.3","TCP","60","443 → 59072 [ACK] Seq=699 Ack=4105 Win=4194816 Len=0"
"551","63.099283","202.89.233.100","10.0.0.3","TLSv1.2","199","Application Data"
"552","63.144959","10.0.0.3","202.89.233.100","TCP","54","59072 → 443 [ACK] Seq=4105 Ack=844 Win=262656 Len=0"
"553","63.176563","10.0.0.3","202.89.233.100","TLSv1.2","2020","Application Data"
"554","63.218671","202.89.233.100","10.0.0.3","TCP","60","443 → 59072 [ACK] Seq=844 Ack=6071 Win=4194816 Len=0"
"555","63.434979","202.89.233.100","10.0.0.3","TCP","1506","443 → 59072 [ACK] Seq=844 Ack=6071 Win=4194816 Len=1452 [TCP segment of a reassembled PDU]"
"556","63.435146","202.89.233.100","10.0.0.3","TCP","1506","443 → 59072 [ACK] Seq=2296 Ack=6071 Win=4194816 Len=1452 [TCP segment of a reassembled PDU]"
"557","63.435146","202.89.233.100","10.0.0.3","TLSv1.2","518","Application Data"
"558","63.435146","202.89.233.100","10.0.0.3","TLSv1.2","147","Application Data"
"559","63.435146","202.89.233.100","10.0.0.3","TCP","1506","443 → 59072 [ACK] Seq=4305 Ack=6071 Win=4194816 Len=1452 [TCP segment of a reassembled PDU]"
"560","63.435146","202.89.233.100","10.0.0.3","TCP","1506","443 → 59072 [ACK] Seq=5757 Ack=6071 Win=4194816 Len=1452 [TCP segment of a reassembled PDU]"
"561","63.435146","202.89.233.100","10.0.0.3","TLSv1.2","1284","Application Data"
"562","63.435230","10.0.0.3","202.89.233.100","TCP","54","59072 → 443 [ACK] Seq=6071 Ack=8439 Win=263424 Len=0"
"563","63.435257","202.89.233.100","10.0.0.3","TCP","1506","443 → 59072 [ACK] Seq=8439 Ack=6071 Win=4194816 Len=1452 [TCP segment of a reassembled PDU]"
"564","63.435257","202.89.233.100","10.0.0.3","TCP","1506","443 → 59072 [ACK] Seq=9891 Ack=6071 Win=4194816 Len=1452 [TCP segment of a reassembled PDU]"
"565","63.435257","202.89.233.100","10.0.0.3","TLSv1.2","1284","Application Data"
"566","63.435257","202.89.233.100","10.0.0.3","TCP","1506","443 → 59072 [ACK] Seq=12573 Ack=6071 Win=4194816 Len=1452 [TCP segment of a reassembled PDU]"
"567","63.435257","202.89.233.100","10.0.0.3","TCP","1506","443 → 59072 [ACK] Seq=14025 Ack=6071 Win=4194816 Len=1452 [TCP segment of a reassembled PDU]"
"568","63.435257","202.89.233.100","10.0.0.3","TLSv1.2","1284","Application Data"
"569","63.435327","10.0.0.3","202.89.233.100","TCP","54","59072 → 443 [ACK] Seq=6071 Ack=16707 Win=263424 Len=0"
"570","63.435343","202.89.233.100","10.0.0.3","TCP","1506","443 → 59072 [ACK] Seq=16707 Ack=6071 Win=4194816 Len=1452 [TCP segment of a reassembled PDU]"
"571","63.435343","202.89.233.100","10.0.0.3","TCP","1506","443 → 59072 [ACK] Seq=18159 Ack=6071 Win=4194816 Len=1452 [TCP segment of a reassembled PDU]"
"572","63.435343","202.89.233.100","10.0.0.3","TLSv1.2","1284","Application Data"
"573","63.435343","202.89.233.100","10.0.0.3","TCP","1506","443 → 59072 [ACK] Seq=20841 Ack=6071 Win=4194816 Len=1452 [TCP segment of a reassembled PDU]"
"574","63.435389","10.0.0.3","202.89.233.100","TCP","54","59072 → 443 [ACK] Seq=6071 Ack=22293 Win=263424 Len=0"
"575","63.435401","202.89.233.100","10.0.0.3","TCP","1506","443 → 59072 [ACK] Seq=22293 Ack=6071 Win=4194816 Len=1452 [TCP segment of a reassembled PDU]"
